company,client,method,from,to,sample_size,con,lab,ld,ukip,grn,snp,pdf
YouGov,Sun,,,2012-11-06,,0.35,0.42,0.09,0.07,,,
YouGov,Sun,,,2012-11-07,,0.34,0.45,0.08,0.06,,,
YouGov,Sun,,,2012-11-08,,0.33,0.44,0.09,0.07,,,
YouGov,Sunday Times,,,2012-11-09,,0.32,0.44,0.08,0.08,,,
Kantar TNS,,,,2012-11-12,,0.31,0.41,0.09,0.09,,,
YouGov,Sun,,,2012-11-12,,0.35,0.39,0.1,0.08,,,
Ipsos MORI,Evening Standard,,,2012-11-13,,0.32,0.46,0.09,0.03,,,
YouGov,Sun,,,2012-11-13,,0.34,0.44,0.09,0.07,,,
YouGov,Sun,,,2012-11-14,,0.35,0.42,0.08,0.07,,,
Opinium,Observer,,,2012-11-15,,0.32,0.39,0.08,0.1,,,
YouGov,Sun,,,2012-11-15,,0.33,0.43,0.08,0.09,,,
ComRes,Independent on Sunday,,,2012-11-16,,0.31,0.43,0.1,0.08,,,
YouGov,Sunday Times,,,2012-11-16,,0.33,0.44,0.09,0.08,,,
Kantar TNS,,,,2012-11-16,,0.31,0.39,0.11,0.07,,,
ICM,Guardian,,,2012-11-18,,0.32,0.4,0.13,0.07,,,
YouGov,Sun,,,2012-11-19,,0.32,0.42,0.09,0.09,,,
YouGov,Sun,,,2012-11-20,,0.33,0.42,0.1,0.08,,,
YouGov,Sun,,,2012-11-21,,0.33,0.41,0.09,0.1,,,
YouGov,Sun,,,2012-11-22,,0.31,0.43,0.1,0.09,,,
YouGov,Sunday Times,,,2012-11-23,,0.33,0.44,0.09,0.08,,,
ComRes,Independent,,,2012-11-25,,0.35,0.42,0.1,0.06,,,
Kantar TNS,,,,2012-11-25,,0.31,0.41,0.08,0.1,,,
YouGov,Sun,,,2012-11-26,,0.34,0.43,0.09,0.08,,,
YouGov,Sun,,,2012-11-27,,0.31,0.43,0.09,0.11,,,
YouGov,Sun,,,2012-11-28,,0.32,0.44,0.11,0.08,,,
YouGov,Sun,,,2012-11-29,,0.32,0.42,0.1,0.1,,,
Opinium,Observer,,,2012-11-29,,0.29,0.38,0.09,0.13,,,
Angus Reid,,,,2012-11-29,,0.28,0.42,0.1,0.11,,,
YouGov,Sunday Times,,,2012-12-01,,0.31,0.44,0.1,0.1,,,
Kantar TNS,,,,2012-12-03,,0.28,0.4,0.1,0.12,,,
YouGov,Sun,,,2012-12-03,,0.31,0.43,0.11,0.1,,,
YouGov,Sun,,,2012-12-04,,0.3,0.44,0.11,0.1,,,
YouGov,Sun,,,2012-12-05,,0.32,0.44,0.09,0.1,,,
YouGov,Sun,,,2012-12-06,,0.32,0.42,0.1,0.09,,,
YouGov,Sunday Times,,,2012-12-07,,0.33,0.42,0.1,0.09,,,
Kantar TNS,,,,2012-12-10,,0.26,0.41,0.08,0.16,,,
Ipsos MORI,Evening Standard,,,2012-12-10,,0.35,0.44,0.09,0.07,,,
YouGov,Sun,,,2012-12-10,,0.33,0.42,0.1,0.08,,,
YouGov,Sun,,,2012-12-11,,0.31,0.43,0.1,0.09,,,
YouGov,Sun,,,2012-12-12,,0.31,0.44,0.12,0.09,,,
YouGov,Sun,,,2012-12-13,,0.33,0.43,0.09,0.1,,,
Opinium,Observer,,,2012-12-13,,0.29,0.39,0.08,0.14,,,
YouGov,Sunday Times,,,2012-12-14,,0.33,0.45,0.09,0.08,,,
ComRes,Independent on Sunday,,,2012-12-14,,0.28,0.39,0.09,0.14,,,
Survation,Mail on Sunday,,,2012-12-14,,0.3,0.38,0.09,0.14,,,
ComRes,Independent,,,2012-12-16,,0.31,0.42,0.1,0.09,,,
Populus,Times,,,2012-12-16,,0.29,0.4,0.11,0.11,,,
Kantar TNS,,,,2012-12-17,,0.3,0.4,0.07,0.12,,,
YouGov,Sun,,,2012-12-17,,0.31,0.43,0.09,0.11,,,
YouGov,Sun,,,2012-12-18,,0.32,0.43,0.09,0.1,,,
YouGov,Sun,,,2012-12-19,,0.3,0.43,0.11,0.1,,,
YouGov,Sun,,,2012-12-20,,0.33,0.41,0.11,0.1,,,
YouGov,Sunday Times,,,2012-12-21,,0.33,0.43,0.1,0.08,,,
ICM,Guardian,,,2012-12-23,,0.32,0.4,0.13,0.07,,,
Opinium,Observer,,,2012-12-27,,0.29,0.39,0.08,0.15,,,
YouGov,Sun,,,2013-01-02,,0.31,0.43,0.11,0.09,,,
YouGov,Sun,,,2013-01-03,,0.32,0.43,0.1,0.09,,,
YouGov,Sunday Times,,,2013-01-04,,0.32,0.43,0.1,0.09,,,
Survation,Mail on Sunday,,,2013-01-04,,0.29,0.38,0.11,0.16,,,
Kantar TNS,,,,2013-01-07,,0.29,0.39,0.1,0.12,,,
YouGov,Sun,,,2013-01-07,,0.32,0.41,0.11,0.09,,,
YouGov,Sun,,,2013-01-08,,0.32,0.44,0.1,0.09,,,
YouGov,Sun,,,2013-01-09,,0.33,0.43,0.1,0.1,,,
YouGov,Sun,,,2013-01-10,,0.31,0.42,0.11,0.1,,,
YouGov,Sunday Times,,,2013-01-11,,0.31,0.44,0.11,0.08,,,
Angus Reid,,,,2013-01-11,,0.27,0.42,0.1,0.11,,,
Opinium,Observer,,,2013-01-11,,0.31,0.41,0.07,0.12,,,
Ipsos MORI,Evening Standard,,,2013-01-14,,0.3,0.43,0.08,0.09,,,
Kantar TNS,,,,2013-01-14,,0.31,0.37,0.09,0.13,,,
YouGov,Sun,,,2013-01-14,,0.31,0.44,0.11,0.09,,,
YouGov,Sun,,,2013-01-15,,0.32,0.44,0.1,0.09,,,
YouGov,Sun,,,2013-01-16,,0.33,0.42,0.12,0.08,,,
YouGov,Sun,,,2013-01-17,,0.34,0.44,0.09,0.08,,,
YouGov,Sunday Times,,,2013-01-18,,0.33,0.42,0.11,0.07,,,
ICM,Guardian,,,2013-01-20,,0.33,0.38,0.15,0.06,,,
YouGov,Sun,,,2013-01-21,,0.33,0.42,0.1,0.1,,,
YouGov,Sun,,,2013-01-22,,0.31,0.41,0.12,0.1,,,
YouGov,Sun,,,2013-01-23,,0.31,0.43,0.11,0.1,,,
Kantar TNS,,,,2013-01-24,,0.31,0.41,0.08,0.12,,,
Opinium,Observer,,,2013-01-24,,0.28,0.41,0.08,0.14,,,
YouGov,Sun,,,2013-01-24,,0.33,0.43,0.1,0.09,,,
YouGov,Sunday Times,,,2013-01-25,,0.35,0.41,0.12,0.07,,,
Angus Reid,Sunday Express,,,2013-01-25,,0.3,0.39,0.1,0.12,,,
Survation,Mail on Sunday,,,2013-01-25,,0.31,0.38,0.1,0.14,,,
ComRes,Independent on Sunday,,,2013-01-25,,0.33,0.39,0.11,0.1,,,
ComRes,Independent,,,2013-01-27,,0.32,0.39,0.1,0.1,,,
YouGov,Sun,,,2013-01-28,,0.35,0.41,0.1,0.09,,,
YouGov,Sun,,,2013-01-29,,0.33,0.42,0.11,0.08,,,
YouGov,Sun,,,2013-01-30,,0.33,0.42,0.1,0.07,,,
YouGov,Sun,,,2013-01-31,,0.32,0.44,0.1,0.08,,,
YouGov,Sunday Times,,,2013-02-01,,0.34,0.41,0.12,0.08,,,
Kantar TNS,,,,2013-02-04,,0.28,0.41,0.1,0.11,,,
YouGov,Sun,,,2013-02-04,,0.3,0.45,0.11,0.09,,,
YouGov,Sun,,,2013-02-05,,0.32,0.42,0.11,0.08,,,
YouGov,Sun,,,2013-02-06,,0.31,0.42,0.12,0.09,,,
YouGov,Sun,,,2013-02-07,,0.33,0.41,0.11,0.09,,,
Opinium,Observer,,,2013-02-07,,0.29,0.39,0.08,0.14,,,
YouGov,Sunday Times,,,2013-02-08,,0.32,0.41,0.11,0.09,,,
ICM,Guardian,,,2013-02-10,,0.29,0.41,0.13,0.09,,,
Kantar TNS,,,,2013-02-11,,0.31,0.41,0.1,0.1,,,
Ipsos MORI,Evening Standard,,,2013-02-11,,0.3,0.42,0.07,0.09,,,
YouGov,Sun,,,2013-02-11,,0.32,0.43,0.1,0.09,,,
YouGov,Sun,,,2013-02-12,,0.32,0.43,0.1,0.09,,,
YouGov,Sun,,,2013-02-13,,0.32,0.42,0.09,0.09,,,
YouGov,Sun,,,2013-02-14,,0.31,0.42,0.11,0.1,,,
ComRes,Independent on Sunday,,,2013-02-14,,0.31,0.36,0.08,0.14,,,
YouGov,Sunday Times,,,2013-02-15,,0.32,0.43,0.12,0.09,,,
Kantar TNS,,,,2013-02-18,,0.29,0.38,0.11,0.12,,,
YouGov,Sun,,,2013-02-18,,0.32,0.41,0.12,0.08,,,
YouGov,Sun,,,2013-02-19,,0.29,0.44,0.11,0.11,,,
YouGov,Sun,,,2013-02-20,,0.33,0.43,0.09,0.1,,,
YouGov,Sun,,,2013-02-21,,0.31,0.45,0.11,0.09,,,
Opinium,Observer,,,2013-02-21,,0.29,0.41,0.08,0.13,,,
YouGov,Sunday Times,,,2013-02-22,,0.32,0.43,0.11,0.09,,,
ComRes,Independent,,,2013-02-24,,0.31,0.43,0.08,0.09,,,
YouGov,Sun,,,2013-02-25,,0.32,0.44,0.1,0.08,,,
YouGov,Sun,,,2013-02-26,,0.32,0.42,0.12,0.09,,,
YouGov,Sun,,,2013-02-27,,0.32,0.43,0.11,0.08,,,
YouGov,Sun,,,2013-02-28,,0.29,0.42,0.12,0.11,,,
YouGov,Sunday Times,,,2013-03-01,,0.31,0.42,0.1,0.11,,,
Kantar TNS,,,,2013-03-04,,0.29,0.38,0.11,0.14,,,
YouGov,Sun,,,2013-03-04,,0.31,0.4,0.12,0.12,,,
YouGov,Sun,,,2013-03-05,,0.29,0.42,0.11,0.12,,,
YouGov,Sun,,,2013-03-06,,0.31,0.41,0.11,0.12,,,
YouGov,Sun,,,2013-03-07,,0.32,0.41,0.11,0.11,,,
Opinium,Observer,,,2013-03-07,,0.27,0.39,0.08,0.17,,,
YouGov,Sunday Times,,,2013-03-08,,0.31,0.41,0.12,0.11,,,
ICM,Guardian,,,2013-03-10,,0.31,0.39,0.15,0.07,,,
Ipsos MORI,Evening Standard,,,2013-03-11,,0.27,0.4,0.11,0.13,,,
Kantar TNS,,,,2013-03-11,,0.25,0.38,0.11,0.15,,,
YouGov,Sun,,,2013-03-11,,0.32,0.4,0.11,0.11,,,
YouGov,Sun,,,2013-03-12,,0.29,0.43,0.11,0.12,,,
YouGov,Sun,,,2013-03-13,,0.31,0.4,0.11,0.12,,,
YouGov,Sun,,,2013-03-14,,0.3,0.42,0.11,0.11,,,
ComRes,Independent on Sunday,,,2013-03-14,,0.28,0.37,0.09,0.17,,,
YouGov,Sunday Times,,,2013-03-15,,0.29,0.41,0.12,0.12,,,
Kantar TNS,,,,2013-03-18,,0.26,0.39,0.13,0.13,,,
YouGov,Sun,,,2013-03-18,,0.32,0.4,0.11,0.1,,,
YouGov,Sun,,,2013-03-19,,0.31,0.41,0.11,0.11,,,
YouGov,Sun,,,2013-03-20,,0.3,0.41,0.11,0.12,,,
YouGov,Sun,,,2013-03-21,,0.32,0.41,0.11,0.1,,,
Opinium,Observer,,,2013-03-21,,0.28,0.38,0.09,0.16,,,
YouGov,Sunday Times,,,2013-03-22,,0.3,0.41,0.12,0.12,,,
ComRes,Independent,,,2013-03-24,,0.28,0.38,0.12,0.14,,,
Kantar TNS,,,,2013-03-25,,0.27,0.37,0.1,0.17,,,
YouGov,Sun,,,2013-03-25,,0.3,0.41,0.13,0.11,,,
YouGov,Sun,,,2013-03-26,,0.3,0.39,0.13,0.12,,,
YouGov,Sun,,,2013-03-27,,0.3,0.4,0.12,0.13,,,
YouGov,Sun,,,2013-03-28,,0.29,0.42,0.11,0.13,,,
YouGov,Sun,,,2013-04-02,,0.3,0.43,0.11,0.1,,,
YouGov,Sun,,,2013-04-03,,0.33,0.41,0.09,0.11,,,
YouGov,Sun,,,2013-04-04,,0.3,0.42,0.11,0.12,,,
Opinium,Observer,,,2013-04-04,,0.28,0.38,0.08,0.17,,,
YouGov,Sunday Times,,,2013-04-05,,0.3,0.4,0.11,0.13,,,
Kantar TNS,,,,2013-04-08,,0.25,0.4,0.1,0.14,,,
YouGov,Sun,,,2013-04-08,,0.3,0.4,0.12,0.12,,,
YouGov,Sun,,,2013-04-09,,0.33,0.41,0.1,0.1,,,
YouGov,Sun,,,2013-04-10,,0.28,0.42,0.12,0.11,,,
YouGov,Sun,,,2013-04-11,,0.32,0.42,0.09,0.11,,,
ComRes,Independent on Sunday,,,2013-04-11,,0.3,0.38,0.08,0.15,,,
YouGov,Sunday Times,,,2013-04-12,,0.31,0.42,0.12,0.11,,,
Angus Reid,,,,2013-04-13,,0.27,0.39,0.08,0.16,,,
ICM,Guardian,,,2013-04-14,,0.32,0.38,0.15,0.09,,,
Ipsos MORI,Evening Standard,,,2013-04-15,,0.29,0.38,0.1,0.15,,,
YouGov,Sun,,,2013-04-15,,0.31,0.39,0.12,0.12,,,
YouGov,Sun,,,2013-04-16,,0.33,0.4,0.1,0.11,,,
YouGov,Sun,,,2013-04-17,,0.3,0.41,0.1,0.12,,,
YouGov,Sun,,,2013-04-18,,0.33,0.4,0.1,0.11,,,
Opinium,Observer,,,2013-04-18,,0.29,0.35,0.08,0.17,,,
YouGov,Sunday Times,,,2013-04-19,,0.32,0.4,0.11,0.1,,,
YouGov,Sun,,,2013-04-22,,0.32,0.39,0.11,0.13,,,
YouGov,Sun,,,2013-04-23,,0.33,0.4,0.1,0.12,,,
YouGov,Sun,,,2013-04-24,,0.31,0.39,0.1,0.11,,,
YouGov,Sun,,,2013-04-25,,0.32,0.4,0.11,0.12,,,
YouGov,Sunday Times,,,2013-04-26,,0.31,0.4,0.11,0.11,,,
Survation,Free Speech Network,,,2013-04-28,,0.29,0.36,0.12,0.16,,,
ComRes,Independent,,,2013-04-28,,0.32,0.38,0.09,0.13,,,
YouGov,Sun,,,2013-04-29,,0.3,0.39,0.11,0.14,,,
YouGov,Sun,,,2013-04-30,,0.3,0.39,0.11,0.14,,,
YouGov,Sun,,,2013-05-01,,0.33,0.39,0.1,0.13,,,
Opinium,Observer,,,2013-05-02,,0.28,0.35,0.09,0.17,,,
YouGov,Sun,,,2013-05-02,,0.32,0.43,0.09,0.1,,,
YouGov,Sunday Times,,,2013-05-03,,0.3,0.4,0.11,0.12,,,
YouGov,Sun,,,2013-05-07,,0.29,0.39,0.09,0.16,,,
YouGov,Sun,,,2013-05-08,,0.27,0.38,0.11,0.17,,,
YouGov,Sun,,,2013-05-09,,0.3,0.39,0.1,0.14,,,
YouGov,Sunday Times,,,2013-05-10,,0.3,0.39,0.09,0.16,,,
ICM,Guardian,,,2013-05-12,,0.28,0.34,0.11,0.18,,,
Ipsos MORI,Evening Standard,,,2013-05-13,,0.31,0.34,0.1,0.13,,,
YouGov,Sun,,,2013-05-13,,0.31,0.38,0.1,0.14,,,
YouGov,Sun,,,2013-05-14,,0.3,0.4,0.1,0.15,,,
YouGov,Sun,,,2013-05-15,,0.3,0.4,0.1,0.14,,,
YouGov,Sun,,,2013-05-16,,0.31,0.39,0.09,0.15,,,
Opinium,Observer,,,2013-05-16,,0.27,0.37,0.07,0.2,,,
Kantar TNS,,,,2013-05-16,,0.28,0.37,0.07,0.18,,,
ComRes,Independent on Sunday,,,2013-05-16,,0.29,0.35,0.08,0.19,,,
YouGov,Sunday Times,,,2013-05-17,,0.29,0.4,0.09,0.14,,,
Survation,,,,2013-05-18,,0.24,0.35,0.11,0.22,,,
YouGov,Sun,,,2013-05-20,,0.31,0.39,0.1,0.14,,,
YouGov,Sun,,,2013-05-21,,0.27,0.38,0.1,0.16,,,
YouGov,Sun,,,2013-05-22,,0.27,0.38,0.1,0.16,,,
YouGov,Sun,,,2013-05-23,,0.29,0.42,0.11,0.13,,,
YouGov,Sunday Times,,,2013-05-24,,0.3,0.4,0.1,0.14,,,
Survation,Mail on Sunday,,,2013-05-24,,0.24,0.35,0.1,0.22,,,
ComRes,Independent,,,2013-05-26,,0.3,0.34,0.1,0.17,,,
YouGov,Sun,,,2013-05-28,,0.29,0.39,0.1,0.15,,,
YouGov,Sun,,,2013-05-29,,0.3,0.37,0.11,0.14,,,
YouGov,Sun,,,2013-05-30,,0.3,0.38,0.11,0.14,,,
Survation,Sun on Sunday,,,2013-05-30,,0.25,0.36,0.1,0.2,,,
YouGov,Sunday Times,,,2013-05-31,,0.3,0.39,0.1,0.15,,,
Opinium,Observer,,,2013-05-31,,0.26,0.37,0.06,0.21,,,
Kantar TNS,,,,2013-06-03,,0.24,0.37,0.1,0.19,,,
YouGov,Sun,,,2013-06-03,,0.31,0.38,0.1,0.16,,,
YouGov,Sun,,,2013-06-04,,0.3,0.4,0.1,0.14,,,
YouGov,Sun,,,2013-06-05,,0.3,0.39,0.1,0.14,,,
YouGov,Sun,,,2013-06-06,,0.32,0.39,0.1,0.13,,,
YouGov,Sunday Times,,,2013-06-07,,0.3,0.4,0.09,0.14,,,
ICM,Guardian,,,2013-06-09,,0.29,0.36,0.12,0.12,,,
Ipsos MORI,Evening Standard,,,2013-06-10,,0.31,0.35,0.1,0.12,,,
Kantar TNS,,,,2013-06-10,,0.27,0.36,0.08,0.19,,,
YouGov,Sun,,,2013-06-10,,0.28,0.39,0.11,0.15,,,
YouGov,Sun,,,2013-06-11,,0.3,0.38,0.09,0.16,,,
YouGov,Sun,,,2013-06-12,,0.3,0.38,0.11,0.12,,,
YouGov,Sun,,,2013-06-13,,0.32,0.39,0.1,0.12,,,
ComRes,Independent on Sunday,,,2013-06-13,,0.26,0.35,0.1,0.19,,,
YouGov,Sunday Times,,,2013-06-14,,0.3,0.39,0.1,0.14,,,
Opinium,Observer,,,2013-06-14,,0.27,0.36,0.07,0.2,,,
YouGov,Sun,,,2013-06-17,,0.31,0.4,0.1,0.13,,,
YouGov,Sun,,,2013-06-18,,0.31,0.38,0.1,0.12,,,
YouGov,Sun,,,2013-06-19,,0.32,0.38,0.1,0.13,,,
YouGov,Sun,,,2013-06-20,,0.31,0.39,0.11,0.14,,,
YouGov,Sunday Times,,,2013-06-21,,0.31,0.39,0.1,0.13,,,
ComRes,Independent,,,2013-06-23,,0.3,0.36,0.1,0.14,,,
YouGov,Sun,,,2013-06-24,,0.32,0.39,0.09,0.12,,,
YouGov,Sun,,,2013-06-25,,0.32,0.4,0.11,0.11,,,
YouGov,Sun,,,2013-06-26,,0.31,0.42,0.11,0.1,,,
YouGov,Sun,,,2013-06-27,,0.33,0.39,0.1,0.13,,,
YouGov,Sunday Times,,,2013-06-28,,0.33,0.38,0.11,0.11,,,
Opinium,Observer,,,2013-06-28,,0.27,0.37,0.07,0.19,,,
YouGov,Sun,,,2013-07-01,,0.33,0.38,0.08,0.12,,,
YouGov,Sun,,,2013-07-02,,0.32,0.4,0.09,0.12,,,
Survation,Daily Mirror,,,2013-07-03,,0.23,0.36,0.1,0.22,,,
YouGov,Sun,,,2013-07-03,,0.32,0.4,0.09,0.13,,,
YouGov,Sun,,,2013-07-04,,0.31,0.39,0.11,0.12,,,
YouGov,Sunday Times,,,2013-07-05,,0.33,0.39,0.11,0.12,,,
YouGov,Sun,,,2013-07-08,,0.34,0.4,0.1,0.1,,,
YouGov,Sun,,,2013-07-09,,0.31,0.39,0.1,0.13,,,
YouGov,Sun,,,2013-07-10,,0.32,0.37,0.11,0.12,,,
YouGov,Sun,,,2013-07-11,,0.32,0.4,0.1,0.13,,,
ComRes,Independent on Sunday,,,2013-07-11,,0.28,0.36,0.08,0.18,,,
YouGov,Sunday Times,,,2013-07-12,,0.3,0.41,0.1,0.13,,,
Opinium,Observer,,,2013-07-12,,0.27,0.38,0.06,0.19,,,
Survation,Mail on Sunday,,,2013-07-12,,0.28,0.36,0.09,0.2,,,
Populus,,,,2013-07-14,,0.31,0.38,0.13,0.1,,,
ICM,Guardian,,,2013-07-14,,0.36,0.36,0.13,0.07,,,
YouGov,Sun,,,2013-07-15,,0.31,0.4,0.11,0.11,,,
Ipsos MORI,Evening Standard,,,2013-07-15,,0.29,0.4,0.1,0.12,,,
YouGov,Sun,,,2013-07-16,,0.32,0.38,0.1,0.12,,,
YouGov,Sun,,,2013-07-17,,0.31,0.37,0.12,0.13,,,
YouGov,Sun,,,2013-07-18,,0.33,0.38,0.11,0.11,,,
Populus,,,,2013-07-18,,0.31,0.39,0.12,0.1,,,
YouGov,Sunday Times,,,2013-07-19,,0.32,0.39,0.1,0.11,,,
Populus,,,,2013-07-21,,0.32,0.39,0.12,0.09,,,
Kantar TNS,,,,2013-07-22,,0.28,0.38,0.09,0.16,,,
YouGov,Sun,,,2013-07-22,,0.35,0.38,0.11,0.1,,,
YouGov,Sun,,,2013-07-23,,0.32,0.39,0.11,0.12,,,
YouGov,Sun,,,2013-07-24,,0.35,0.39,0.08,0.11,,,
YouGov,Sun,,,2013-07-25,,0.32,0.38,0.11,0.11,,,
Populus,,,,2013-07-25,,0.32,0.39,0.11,0.1,,,
YouGov,Sunday Times,,,2013-07-26,,0.33,0.39,0.1,0.11,,,
Opinium,Observer,,,2013-07-26,,0.28,0.39,0.08,0.16,,,
ComRes,Independent,,,2013-07-27,,0.34,0.37,0.1,0.12,,,
Populus,,,,2013-07-28,,0.34,0.39,0.11,0.08,,,
YouGov,Sun,,,2013-07-29,,0.33,0.4,0.1,0.12,,,
YouGov,Sun,,,2013-07-30,,0.34,0.4,0.11,0.1,,,
YouGov,Sun,,,2013-07-31,,0.33,0.38,0.1,0.14,,,
YouGov,Sun,,,2013-08-01,,0.34,0.4,0.1,0.11,,,
Populus,,,,2013-08-01,,0.29,0.4,0.11,0.12,,,
YouGov,Sunday Times,,,2013-08-02,,0.32,0.38,0.1,0.13,,,
Survation,Mail on Sunday,,,2013-08-02,,0.28,0.36,0.11,0.18,,,
Populus,,,,2013-08-04,,0.33,0.38,0.12,0.09,,,
YouGov,Sun,,,2013-08-05,,0.34,0.38,0.11,0.12,,,
YouGov,Sun,,,2013-08-06,,0.32,0.39,0.1,0.11,,,
YouGov,Sun,,,2013-08-07,,0.31,0.39,0.11,0.11,,,
YouGov,Sun,,,2013-08-08,,0.34,0.38,0.09,0.12,,,
Populus,,,,2013-08-08,,0.32,0.38,0.12,0.09,,,
Opinium,Observer,,,2013-08-08,,0.29,0.36,0.09,0.17,,,
YouGov,Sunday Times,,,2013-08-09,,0.33,0.41,0.09,0.1,,,
ICM,Guardian,,,2013-08-11,,0.32,0.35,0.14,0.1,,,
Populus,,,,2013-08-11,,0.33,0.39,0.12,0.1,,,
YouGov,Sun,,,2013-08-12,,0.33,0.4,0.08,0.13,,,
Ipsos MORI,Evening Standard,,,2013-08-12,,0.3,0.4,0.1,0.11,,,
YouGov,Sun,,,2013-08-13,,0.35,0.38,0.1,0.11,,,
YouGov,Sun,,,2013-08-14,,0.32,0.38,0.11,0.13,,,
YouGov,Sun,,,2013-08-15,,0.34,0.39,0.09,0.11,,,
Populus,,,,2013-08-15,,0.36,0.39,0.1,0.08,,,
ComRes,Independent,,,2013-08-15,,0.28,0.37,0.08,0.19,,,
YouGov,Sunday Times,,,2013-08-16,,0.32,0.38,0.1,0.13,,,
Populus,,,,2013-08-18,,0.32,0.38,0.12,0.11,,,
YouGov,Sun,,,2013-08-19,,0.31,0.38,0.1,0.14,,,
YouGov,Sun,,,2013-08-20,,0.32,0.39,0.1,0.12,,,
YouGov,Sun,,,2013-08-21,,0.34,0.37,0.09,0.13,,,
YouGov,Sun,,,2013-08-22,,0.32,0.39,0.11,0.1,,,
Populus,,,,2013-08-22,,0.3,0.38,0.12,0.12,,,
YouGov,Sunday Times,,,2013-08-23,,0.32,0.38,0.1,0.13,,,
Opinium,Observer,,,2013-08-23,,0.29,0.36,0.08,0.18,,,
Populus,,,,2013-08-26,,0.33,0.37,0.13,0.1,,,
YouGov,Sun,,,2013-08-27,,0.34,0.39,0.08,0.12,,,
YouGov,Sun,,,2013-08-28,,0.34,0.37,0.11,0.12,,,
YouGov,Sun,,,2013-08-29,,0.33,0.37,0.1,0.12,,,
Populus,,,,2013-08-29,,0.33,0.39,0.12,0.09,,,
Survation,Mail on Sunday,,,2013-08-30,,0.29,0.37,0.11,0.17,,,
YouGov,Sunday Times,,,2013-08-31,,0.31,0.41,0.09,0.13,,,
Populus,,,,2013-09-01,,0.34,0.38,0.12,0.08,,,
ComRes,Independent,,,2013-09-01,,0.31,0.37,0.12,0.1,,,
YouGov,Sun,,,2013-09-02,,0.33,0.4,0.09,0.12,,,
YouGov,Sun,,,2013-09-03,,0.33,0.37,0.09,0.13,,,
YouGov,Sun,,,2013-09-04,,0.33,0.39,0.1,0.12,,,
YouGov,Sun,,,2013-09-05,,0.31,0.38,0.1,0.13,,,
Populus,,,,2013-09-05,,0.33,0.37,0.14,0.08,,,
YouGov,Sunday Times,,,2013-09-06,,0.34,0.38,0.09,0.12,,,
Opinium,Observer,,,2013-09-06,,0.3,0.35,0.07,0.17,,,
Populus,,,,2013-09-08,,0.34,0.37,0.13,0.09,,,
Ipsos MORI,Evening Standard,,,2013-09-09,,0.34,0.37,0.1,0.11,,,
YouGov,Sun,,,2013-09-09,,0.33,0.38,0.08,0.14,,,
YouGov,Sun,,,2013-09-10,,0.33,0.39,0.09,0.11,,,
YouGov,Sun,,,2013-09-11,,0.32,0.39,0.1,0.12,,,
Populus,,,,2013-09-12,,0.34,0.41,0.1,0.07,,,
YouGov,Sun,,,2013-09-12,,0.34,0.38,0.08,0.13,,,
YouGov,Sunday Times,,,2013-09-13,,0.33,0.38,0.09,0.12,,,
ICM,Guardian,,,2013-09-15,,0.32,0.36,0.14,0.09,,,
Populus,,,,2013-09-15,,0.33,0.4,0.11,0.09,,,
Kantar TNS,,,,2013-09-16,,0.29,0.39,0.09,0.14,,,
YouGov,Sun,,,2013-09-16,,0.34,0.37,0.1,0.12,,,
YouGov,Sun,,,2013-09-17,,0.33,0.37,0.09,0.13,,,
YouGov,Sun,,,2013-09-18,,0.36,0.36,0.1,0.12,,,
YouGov,Sun,,,2013-09-19,,0.34,0.35,0.11,0.11,,,
Populus,,,,2013-09-19,,0.33,0.39,0.11,0.09,,,
ComRes,Independent on Sunday,,,2013-09-19,,0.28,0.36,0.1,0.17,,,
Opinium,Observer,,,2013-09-19,,0.29,0.36,0.07,0.17,,,
YouGov,Sunday Times,,,2013-09-20,,0.33,0.37,0.11,0.11,,,
Populus,,,,2013-09-22,,0.33,0.39,0.14,0.09,,,
YouGov,Sun,,,2013-09-23,,0.32,0.4,0.1,0.12,,,
YouGov,Sun,,,2013-09-24,,0.34,0.39,0.1,0.1,,,
YouGov,Sun,,,2013-09-25,,0.32,0.41,0.08,0.11,,,
YouGov,Sun,,,2013-09-26,,0.33,0.4,0.09,0.11,,,
Populus,,,,2013-09-26,,0.34,0.37,0.12,0.09,,,
YouGov,Sunday Times,,,2013-09-27,,0.31,0.42,0.09,0.13,,,
ComRes,Independent,,,2013-09-29,,0.33,0.37,0.11,0.11,,,
Populus,,,,2013-09-29,,0.36,0.39,0.11,0.07,,,
YouGov,Sun,,,2013-09-30,,0.33,0.39,0.11,0.13,,,
YouGov,Sun,,,2013-10-01,,0.31,0.41,0.08,0.12,,,
YouGov,Sun,,,2013-10-02,,0.34,0.4,0.09,0.1,,,
YouGov,Sun,,,2013-10-03,,0.35,0.38,0.09,0.1,,,
Populus,,,,2013-10-03,,0.33,0.38,0.11,0.1,,,
YouGov,Sunday Times,,,2013-10-04,,0.33,0.38,0.11,0.13,,,
Opinium,Observer,,,2013-10-04,,0.31,0.36,0.07,0.15,,,
Populus,,,,2013-10-06,,0.33,0.4,0.1,0.1,,,
YouGov,Sun,,,2013-10-07,,0.35,0.39,0.09,0.1,,,
YouGov,Sun,,,2013-10-08,,0.33,0.39,0.1,0.1,,,
YouGov,Sun,,,2013-10-09,,0.32,0.38,0.11,0.13,,,
YouGov,Sun,,,2013-10-10,,0.33,0.4,0.1,0.11,,,
